"","Year","IceOnDate","IceOnJulian","IceOffDate","IceOffJulian","AnnualMax","AnnualMin","AnnualRain","AnnualSnow","SnowDepth","SpringMax","SpringMin","SpringRain","SpringSnow","SummerMax","SummerMin","SummerRain","SummerSnow","FallMax","FallMin","FallRain","FallSnow","WinterMax","WinterMin","WinterRain","WinterSnow"
"81",2007,"27-Dec",361,"11-May",131,29.44444444,-37.77777778,115.5213247814,152.956675305,NA,22.77777778,-15.55555556,29.943110572,54.384889423,29.44444444,-3.333333333,54.097858123,0.004141875,26.66666667,-19.44444444,30.721856334,20.840143638,7.777777778,-37.77777778,0.7584997524,77.727500369
"82",2008,"3-Jan",368,"2-Jun",153,30.55555556,-33.33333333,156.2768606397,332.927139311,1803.4,18.33333333,-23.88888889,64.73544798,116.620551984,30.55555556,-5,69.203018959,29.094981019,22.22222222,-22.77777778,21.914100434,26.599899625,3.333333333,-33.33333333,0.4242932667,160.611706683
"83",2009,"27-Dec",361,"27-May",147,28.33333333,-30.55555556,205.1014586359,307.470541302,1168.4,21.11111111,-23.88888889,22.18161865,146.982381404,28.33333333,-2.777777778,161.652211768,10.813788132,24.44444444,-21.11111111,19.899130527,68.23886945,4.444444444,-30.55555556,1.3684976909,81.435502316
"84",2010,"4-Jan",369,"4-Jun",155,27.77777778,-34.44444444,139.048821612,352.949178175,1574.8,16.66666667,-20.55555556,39.418089253,110.695910778,27.77777778,-3.333333333,71.800630112,2.875369753,24.44444444,-27.22222222,27.224086836,110.697913162,3.888888889,-34.44444444,0.606015411,128.679984482
"85",2011,"14-Dec",348,"12-Jun",163,27.77777778,-35,142.65662089859,347.309378785,1600.2,13.88888889,-22.22222222,56.184625427,124.663374562,27.77777778,-0.555555556,34.032079566,0.003920258,23.88888889,-20.55555556,50.052408621,75.169591315,6.111111111,-35,2.38750728459,147.47249265
"86",2012,"30-Dec",364,"17-May",137,27.77777778,-26.11111111,191.745975863,335.558024146,1295.4,21.11111111,-22.22222222,66.550537155,98.041462842,27.77777778,-3.333333333,79.721318527,0.288681395,23.33333333,-18.33333333,41.613432285,66.082567713,2.222222222,-26.11111111,3.860687896,171.145312196
"87",2013,"5-Jan",370,"17-May",137,27.77777778,-30.55555556,236.841911074404,268.618088861,1320.8,20.55555556,-25.55555556,56.955641336,98.746358653,27.77777778,-3.333333333,78.315971426,0.170028657,25,-18.33333333,101.14944596,79.444554042,2.222222222,-30.55555556,0.420852352404,90.257147509
"88",2014,"31-Dec",365,"31-May",151,26.11111111,-34.44444444,320.959332380666,369.92066758,1320.8,21.66666667,-20,47.363816818,164.98018316,26.11111111,-2.222222222,197.384999412,2.005000571,22.77777778,-26.66666667,75.007840239,52.246159846,8.333333333,-34.44444444,1.202675911666,150.689324003
"89",2015,"27-Dec",361,"6-May",126,27.77777778,-30,298.6479178443,220.528082058,1625.6,16.66666667,-27.77777778,84.667576584,43.856423397,27.77777778,-1.111111111,116.963523108,0.130476803,23.33333333,-20.55555556,92.803274405,41.816725595,7.222222222,-30,4.2135437473,134.724456263
"90",2016,"31-Dec",351,"9-May",129,27.22222222,-30.55555556,276.43145202614,261.286547848,1524,17.77777778,-25.55555556,65.336340403,71.061659634,27.22222222,-1.111111111,55.90640803,1.243591963,24.44444444,-16.11111111,153.576126358,75.531873601,7.777777778,-30.55555556,1.61257723514,113.44942265
"91",2017,"22-Dec",356,"23-May",143,27.77777778,-32.77777778,262.223048371,488.600951535,1600.2,18.33333333,-16.66666667,59.078527273,101.957472725,27.77777778,-2.222222222,118.689061661,1.198938148,27.22222222,-17.22222222,75.667535225,158.774464821,5.555555556,-32.77777778,8.787924212,226.670075841
"92",2018,"1-Jan",366,"20-May",140,30,-32.22222222,276.910902788628,354.279097183,1778,20,-22.22222222,91.851710018,124.048290017,30,-3.333333333,171.540559216,0.925440696,23.33333333,-20.55555556,11.84207836,85.439921583,4.444444444,-32.22222222,1.676555194628,143.865444887
"93",2019,"19-Dec",353,"27-May",147,26.66666667,-31.11111111,228.836795015,323.867204958,1778,16.66666667,-29.44444444,45.91751397,85.908486033,26.66666667,-5,119.221423968,1.174576069,25.55555556,-22.77777778,62.32450363,63.659496481,3.333333333,-31.11111111,1.373353447,173.124646375
"94",2020,"19-Dec",353,"25-May",145,29.44444444,-27.77777778,130.5234558471,312.706544143,1727.2,23.33333333,-22.77777778,38.092784892,113.545215076,29.44444444,-3.333333333,58.429682145,4.816317877,29.44444444,-22.77777778,33.717912301,64.326087745,4.444444444,-27.77777778,0.2830765091,130.018923445
"95",2021,"28-Dec",361,"20-May",140,NA,NA,NA,NA,NA,17.77778,-21.11111,52.980014096,65.129986326,30,-3.333333,115.8609645,0.217047094,26.11111,-17.77778,64.347687884,58.334308704,5,-25,0.454667109,190.553327
"96",2022,"1-Jan",366,"5-Jun",156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
